"86","Bijendar Sonkar","9","9158937953","child"
"87","Nalin Rao","13","9289361711","normal"
"88","Ajaj Rai","47","7727196906","normal"
"89","Chumki Divedi","16","7807426274","normal"
"90","Tulsidas Maurrya","29","8882493215","normal"
"91","Ishrat Yadav","32","8595333919","normal"
"92","Mukhiya Rai","61","7065516918","normal"
"93","Nandkishor Tiwari","56","8109473306","normal"
"94","Guri Rai","57","8802784189","normal"
"95","Shaikh Pratap","78","7752274313","senior"
"96","Parama Kumar","5","9989452377","child"
"97","Theja Mishra","29","8817899321","normal"
"98","Sonu Rajput Yadav","33","9146346748","normal"
"99","Sahebrao Yadav","80","8836869652","senior"
"100","Muntun Srivastav","43","8488455279","normal"
"101","Sonil Mishra","6","7711008017","child"
"102","Ranbir Kumar","63","8430846969","normal"
"103","Atmaram Gupta","58","8235397533","normal"
"104","Ayyanar Pratap","76","9946001046","senior"
"105","Deepansh Rai","20","7015445911","normal"
"106","Moumi Rao","66","7542367012","senior"
"107","Sunil Sharma Gupta","61","9753819989","normal"
"108","Mongol Rajput","3","8107229257","child"
"109","Neha Sonkar","29","7209270313","normal"
"110","Bigda Tiwari","71","7650705734","senior"
"111","Ahammad Rao","56","7248109079","normal"
"112","Safikul Srivastav","63","7153581545","normal"
"113","Durva Tiwari","87","9229359116","senior"
"114","Hanamanta Pandey","76","9130636751","senior"
"115","Fullara Sonkar","63","8665582858","normal"
"116","Jasavant Yadav","73","7397479006","senior"
"117","Upadhyay Singh","36","9274967117","normal"
"118","Saiful Maurrya","5","8580419249","child"
"119","Alock Vishwakarma","14","9401336020","normal"
"120","Pulakesh Yadav","22","7631697602","normal"
"121","Viran Thakur","79","7916825501","senior"
"122","Avish Thakur","70","8992759063","senior"
"123","Shobhan Devi","80","8321934362","senior"
"124","Taufique Seth","46","8219456750","normal"
"125","Leelavathi Srivastav","4","9320467771","child"
"126","Dhirendr Seth","44","8185404216","normal"
"127","Badruddin Rai","17","8604508993","normal"
"128","Shanta Rao","65","9421417817","normal"
"129","Nagamani Pandey","60","9420098147","normal"
"130","Parakash Rajput","26","9180811350","normal"
"131","Zeshan Pandit","36","9700276673","normal"
"132","Mahatab Rao","94","9625442300","senior"
"133","Jitumani Rai","30","9708080290","normal"
"134","Surat Srivastav","19","8861100820","normal"
"135","Nirmala Pandey","94","9116728294","senior"
"136","Ejaj Devi","78","9342790812","senior"
"137","Biswaranjan Srivastav","30","7297442567","normal"
"138","Sonjay Singh","60","9926229023","normal"
"139","Priy Seth","36","9031817046","normal"
"140","Nishanth Mishra","5","7487399552","child"
"141","Abhilasha Pratap","38","7241272292","normal"
"142","Itishree Vishwakarma","38","8154035731","normal"
"143","Mousomi Rai","30","7419368176","normal"
"144","Tulsi Mishra","44","8614346177","normal"
"145","Jems Srivastav","90","7115031948","senior"
"146","Rupa Kumari Pandey","75","8556192520","senior"
"147","Ritam Devi","23","9107232284","normal"
"148","Ramchandar Sonkar","12","9065006127","normal"
"149","Shekhawat Mishra","42","8506910251","normal"
"150","Sabitha Srivastav","40","9458478613","normal"
"151","Ganpati Yadav","58","9974134799","normal"
"152","Ekaksh Rao","80","8140115066","senior"
"153","Sahaya Sonkar","13","9110735889","normal"
"154","Intezar Divedi","43","8368293668","normal"
"155","Hanuman Ram Seth","37","7656532578","normal"
"156","Rajbha Devi","56","9571242761","normal"
"157","Rustam Rajput","76","8647404403","senior"
"158","Damodhar Sonkar","52","8757862450","normal"
"159","Golla Pandey","34","8867309634","normal"
"160","Bindurekha Singh","75","8852340871","senior"
"161","Jio Pratap","42","8741892466","normal"
"162","Parishmita Srivastav","13","8020049639","normal"
"163","Samiran Devi","51","8438866945","normal"
"164","Iyyappan Mishra","27","8813972322","normal"
"165","Provash Rai","51","7407259100","normal"
"166","Bheemu Seth","41","7306760666","normal"
"167","Manveer Rao","41","7013198519","normal"
"168","Shard Rajput","47","7001536620","normal"
"169","Krishanpal Rao","74","9618007233","senior"
"170","Vijender Rao","84","8670243029","senior"
"171","Udhab Pandey","62","8971275893","normal"
"172","Oye Vishwakarma","69","7083173525","senior"
"173","Dalpati Pandey","23","7902195585","normal"
"174","Daitari Maurya","3","7202954820","child"
"175","Aadinath Kumari","74","8382697818","senior"
"176","लोकेश Singh","3","7509155252","child"
"177","Rajbha Rao","19","8228269636","normal"
"178","Ramprakash Rajput","21","8161644922","normal"
"179","Ramsajivan Mishra","18","8645428225","normal"
"180","Lakshmikant Tiwari","70","8253052344","senior"
"181","Ersad Pandey","90","9754566397","senior"
"182","Sahil Khan Pratap","64","8353733113","normal"
"183","Samir Maurrya","46","9885422338","normal"
"184","Ayesha Pandit","83","9606372169","senior"
"185","Amarjeet Singh Rao","8","8705680194","child"
"186","Vikesh Gupta","78","8114845845","senior"
"187","Prhlad Seth","26","7485349772","normal"
"188","Sankit Rajput","94","8481351741","senior"
"189","Avanti Rai","21","8164676212","normal"
"190","Moumita Gupta","66","8828610699","senior"
"191","Dhruvit Rai","21","9717424344","normal"
"192","Ramesh Kumar Yadav","75","7404731880","senior"
"193","Amir Khan Maurya","81","8603588560","senior"
"194","Premananda Yadav","58","8156201378","normal"
"195","Maqsood Seth","63","8283068444","normal"
"196","Lilima Mishra","72","7039893131","senior"
"197","Bistu Divedi","60","7596075451","normal"
"198","मोहित Maurya","41","9350087446","normal"
"199","Punjab Tiwari","52","9810876666","normal"
"200","Ajay Pratap Gupta","66","9854078415","senior"
"201","D. K Tiwari","16","9411094267","normal"
"202","Venkatarao Kumar","49","9830713467","normal"
"203","Sonamoni Maurya","85","7496202359","senior"
"204","Dharun Rao","19","8992934266","normal"
"205","Anjana Tiwari","80","8345520186","senior"
"206","Jeet Sonkar","86","8717319569","senior"
"207","Arsad Pandit","21","7714262161","normal"
"208","Gundappa Tiwari","70","8782597396","senior"
"209","Netik Kumar","19","9023965361","normal"
"210","Saini Yadav","49","8565129027","normal"
"211","Rajamani Sonkar","36","8354569952","normal"
"212","Panna Kumar","22","9134936659","normal"
"213","Dipal Pandit","70","7080089493","senior"
"214","Asharf Mishra","18","9321702271","normal"
"215","Ess Sonkar","85","7105885212","senior"
"216","Deep Vishwakarma","65","9041974365","normal"
"217","Peeyush Singh","16","7710393822","normal"
"218","Aryn Kumar","4","8417659079","child"
"219","Arhat Gupta","16","7602759348","normal"
"220","Abdul Majid Rai","69","8841638505","senior"
"221","Smayra Pandey","89","8856813543","senior"
"222","Dynamo Sonkar","52","7789043866","normal"
"223","Vala Rao","40","7458819751","normal"
"224","Aashik Yadav","45","9026989109","normal"
"225","Yuvaraj Singh","36","7537616233","normal"
"226","लखन Gupta","4","7550133471","child"
"227","Halpati Singh","82","7904485190","senior"
"228","Vilasrao Kumar","18","9973497000","normal"
"229","Raghvendra Singh Seth","53","9380502919","normal"
"230","Vikramjeet Divedi","15","8740772983","normal"
"231","Prangya Rajput","54","9791959096","normal"
"232","Eshani Seth","11","7409431247","child"
"233","Mirtunjay Mishra","84","8044493735","senior"
"234","Ganshyam Kumari","84","9497632569","senior"
"235","Devika Pandit","91","9093478275","senior"
"236","Iswarya Rao","28","8594429381","normal"
"237","Shashi Kumar Rai","87","7724630163","senior"
"238","Shila Yadav","76","7942770960","senior"
"239","Md Pandey","66","9376558236","senior"
"240","Riyaa Tiwari","73","9402237986","senior"
"241","Nain Gupta","53","7795430198","normal"
"242","Goldy Vishwakarma","58","8706141190","normal"
"243","Paramjit Maurya","93","9778061070","senior"
"244","Vijay Singh Vishwakarma","36","8559243508","normal"
"245","Sariful Seth","62","8155634500","normal"
"246","Pranit Sonkar","72","7829259527","senior"
"247","Uttam Singh Yadav","10","9113025059","child"
"248","Tejpal Kumari","31","8837172923","normal"
"249","Saraswati Thakur","48","7510611366","normal"
"250","Avay Rao","70","8029391046","senior"
"251","Uttam Divedi","61","9953744219","normal"
"252","Jharana Rao","21","7289429489","normal"
"253","Mohd Aslam Rao","44","7244139383","normal"
"254","Pushpalatha Seth","9","9688676530","child"
"255","Tasim Sonkar","43","9125022049","normal"
"256","Anurupa Vishwakarma","68","9093444463","senior"
"257","Sohan Seth","40","7775053848","normal"
"258","Bhairav Gupta","50","8702124349","normal"
"259","Basana Srivastav","56","8601988316","normal"
"260","Kumara Gupta","77","9148600759","senior"
"261","Pl Srivastav","35","8643771038","normal"
"262","Amaravathi Mishra","71","7023875453","senior"
"263","रामेश्वर Vishwakarma","32","8599616606","normal"
"264","Niyaj Pratap","86","9072241003","senior"
"265","Harisha Kumar","25","8284289262","normal"
"266","Rutu Maurrya","7","9118592111","child"
"267","Dhan Vishwakarma","14","7036994286","normal"
"268","Rajvi Rao","52","9344051552","normal"
"269","Bhagbat Seth","13","7371215150","normal"
"270","Harihar Vishwakarma","56","9253681918","normal"
"271","Gurpreet Singh Mishra","5","9926888460","child"
"272","Liker Yadav","89","7976731594","senior"
"273","Sumir Yadav","7","9476059403","child"
"274","Muntun Singh","42","8416082022","normal"
"275","Md Khurshid Seth","47","7260798975","normal"
"276","Deeptiman Pratap","46","9627671938","normal"
"277","Ekram Sonkar","89","8223770749","senior"
"278","Aship Devi","58","7438329636","normal"
"279","Bhoya Yadav","66","7415582272","senior"
"280","Tanuja Maurrya","67","9768389479","senior"
"281","Gurleen Rai","20","9548306231","normal"
"282","Dadan Singh","41","9772587800","normal"
"283","Kannu Yadav","93","7575698606","senior"
"284","Anjana Tiwari","38","7519855728","normal"
"285","Anvesh Pandey","39","9549315508","normal"
"286","Ganga Prasad Sonkar","73","9097967217","senior"
"287","Sakindar Vishwakarma","64","7453763233","normal"
"288","Nazir Ahmad Divedi","82","8359389448","senior"
"289","Nidhi Pandey","79","7956963405","senior"
"290","Thirumala Maurya","45","7480329941","normal"
"291","Gulzarilal Tiwari","42","9419739661","normal"
"292","Abimanyu Srivastav","67","7522705640","senior"
"293","Vithal Seth","89","7709556245","senior"
"294","Ranee Yadav","34","7824748591","normal"
"295","Jayesh Devi","56","7684624744","normal"
"296","Atit Divedi","64","7319618956","normal"
"297","Chatur Rao","92","8045155551","senior"
"298","Avadhesh Kumar Tiwari","67","8685240644","senior"
"299","Sukhadev Rajput","5","9033033256","child"
"300","Challa Pandey","12","9502638277","normal"
"301","Atendra Devi","27","8460955977","normal"
"302","Ibomcha Thakur","13","7676506331","normal"
"303","Shubho Rao","70","9556995887","senior"
"304","Ibrar Rai","64","9855277380","normal"
"305","Bhupendra Singh Srivastav","28","7490965055","normal"
"306","Nasir Ali Rai","54","8608188982","normal"
"307","Achhelal Vishwakarma","42","8845693501","normal"
"308","Kunja Devi","82","8681065948","senior"
"309","Haridas Singh","39","8719929287","normal"
"310","Jannat Tiwari","42","8522499569","normal"
"311","Bhagabana Rao","65","8194606755","normal"
"312","Shahaji Sonkar","76","7834848982","senior"
"313","Venkatesan Rai","39","7597997467","normal"
"314","Satyabrat Mishra","74","7654940677","senior"
"315","Lalchan Gupta","22","7191209949","normal"
"316","Bhaliya Rajput","32","8077384893","normal"
"317","Rakshanda Mishra","43","8642538464","normal"
"318","Saswat Vishwakarma","43","8974424637","normal"
"319","Nagraj Rao","29","8770993951","normal"
"320","Bjp Tiwari","59","7127347850","normal"
"321","Palvi Kumari","29","7401794609","normal"
"322","Hari Maurya","50","7173179387","normal"
"323","Deepthi Kumari","17","7625811631","normal"
"324","Annasaheb Seth","91","7871250100","senior"
"325","Bharathkumar Maurya","43","8371486506","normal"
"326","Akhilesh Kumar Pratap","64","8376447234","normal"
"327","D S Sonkar","63","8424109398","normal"
"328","Atahar Vishwakarma","19","8985607530","normal"
"329","Rammehar Srivastav","19","8577514623","normal"
"330","Aaruhi Sonkar","55","8314780869","normal"
"331","Adesh Kumar Yadav","61","7972395564","normal"
"332","Sufi Vishwakarma","60","9196975837","normal"
"333","Tusi Pandey","25","9848751647","normal"
"334","Simar Kumar","36","9461201545","normal"
"335","Divesh Yadav","94","9005512442","senior"
"336","Rubi Kumari","54","8793785232","normal"
"337","Bidhu Yadav","51","9250970204","normal"
"338","Nandalal Pandit","93","8992820962","senior"
"339","Archana Thakur","75","9474398063","senior"
"340","Mukes Singh","63","7744034011","normal"
"341","Sudha Singh","87","8614438079","senior"
"342","Mudavath Sonkar","34","7947089902","normal"
"343","Devyani Yadav","3","7127569242","child"
"344","Dastgir Mishra","60","7384213188","normal"
"345","Sane Devi","43","7381377750","normal"
"346","Risabh Sonkar","83","7526743533","senior"
"347","Geetu Srivastav","24","9122790708","normal"
"348","Paramasivan Srivastav","12","9568660327","normal"
"349","Brahm Rai","85","8176542379","senior"
"350","Bappaditya Yadav","88","8694443877","senior"
"351","Maheshkumar Maurya","7","9879333341","child"
"352","Mrinali Rao","40","7652784277","normal"
"353","Nafis Mishra","8","8472889043","child"
"354","Dashrath Seth","64","8029289989","normal"
"355","Sudershan Gupta","25","7458745753","normal"
"356","Md Salim Divedi","81","9774413559","senior"
"357","Panneerselvam Maurrya","83","7300968446","senior"
"358","Jokhan Mishra","22","9483996513","normal"
"359","Jaydeep Rai","60","9428125549","normal"
"360","Sravs Gupta","69","8745557951","senior"
"361","Upendra Singh Pandey","34","7397900266","normal"
"362","Babua Seth","46","9354556658","normal"
"363","Tasleem Sonkar","45","9195782831","normal"
"364","Purushoth Mishra","44","8090219614","normal"
"365","Muqeem Mishra","33","7657726279","normal"
"366","Chunara Maurya","93","9810259486","senior"
"367","Dhrub Divedi","78","8499960551","senior"
"368","Netik Tiwari","6","8287436948","child"
"369","Trupti Sonkar","62","8992929227","normal"
"370","Saritha Kumari","29","8928009294","normal"
"371","Manaram Divedi","61","9618906326","normal"
"372","Shadul Rajput","27","7948388014","normal"
"373","Sketch Mishra","73","7346442777","senior"
"374","Puspanjali Rai","74","9657093651","senior"
"375","Saju Singh","60","9910855746","normal"
"376","Bhavna Mishra","38","7348850114","normal"
"377","Sonai Gupta","21","9933299171","normal"
"378","Pradeep Kumar Maurrya","63","8242636965","normal"
"379","Chatur Rajput","6","7230047840","child"
"380","Nakum Devi","23","8920207908","normal"
"381","Tek Chand Pratap","66","8067358531","senior"
"382","Affan Seth","24","8707800146","normal"
"383","Tarani Srivastav","85","7063594363","senior"
"384","Ushaben Rajput","74","7059440065","senior"
"385","Priyesh Mishra","30","9567443135","normal"
"386","Bake Kumari","40","9054240038","normal"
"387","Sajeev Seth","87","9654309913","senior"
"388","आशुतोष Kumari","58","7645520317","normal"
"389","Jackey Devi","46","9032642398","normal"
"390","Paresha Seth","87","8972062220","senior"
"391","Meenaxi Yadav","74","8301618663","senior"
"392","Mahto Mishra","17","7881864764","normal"
"393","Urvish Seth","60","7205260761","normal"
"394","Sajju Yadav","16","7829721233","normal"
"395","Niren Rai","91","8004636532","senior"
"396","Maheta Rajput","75","9332664373","senior"
"397","Muru Mishra","83","7287072040","senior"
"398","R B Rajput","41","8545943143","normal"
"399","Pandya Rai","19","9466712251","normal"
"400","Lh Singh","26","8420785922","normal"
"401","Jaywant Gupta","92","8124016322","senior"
"402","Ahmad Raza Yadav","78","9875498400","senior"
"403","Narayan Kumar Pandit","60","7367269470","normal"
"404","Richhpal Vishwakarma","27","9963778179","normal"
"405","Ningthoujam Maurya","61","7224225535","normal"
"406","Poulami Divedi","16","8099978301","normal"
"407","Jayanti Mishra","39","8814475846","normal"
"408","Miku Kumar","35","8119956157","normal"
"409","Pancha Singh","41","9981301189","normal"
"410","Polu Rai","82","8420056645","senior"
"411","एकनाथ Singh","44","7776062260","normal"
"412","Ratish Vishwakarma","61","8277212508","normal"
"413","Kiran Kumar Divedi","19","8231110801","normal"
"414","Ajarul Tiwari","53","9319972068","normal"
"415","Mamoni Pandit","33","7923666938","normal"
"416","Sahab Yadav","81","7843668922","senior"
"417","Dhunu Yadav","52","7199984607","normal"
"418","विनोद कुमार Gupta","41","8454137215","normal"
"419","Asmita Rajput","27","8011364747","normal"
"420","Durvesh Divedi","33","7415153868","normal"
"421","Pralad Divedi","45","9873638160","normal"
"422","Kalpona Mishra","27","9865548099","normal"
"423","Sizzling Rajput","26","7194490284","normal"
"424","Ramniwas Srivastav","33","7624246155","normal"
"425","Chandra Mohan Sonkar","33","9042909717","normal"
"426","Simu Yadav","57","9569360270","normal"
"427","Mailari Sonkar","94","8314473211","senior"
"428","Ishu Pratap","4","9319378556","child"
"429","Sanjesh Mishra","71","7005016364","senior"
"430","Govind Kumar Tiwari","86","9205619579","senior"
"431","Dharmnath Thakur","25","9445141884","normal"
"432","Avhi Yadav","91","9132955602","senior"
"433","Vijeta Tiwari","33","7190962476","normal"
"434","Tabrez Pratap","57","7578857833","normal"
"435","Dogra Gupta","10","7818054211","child"
"436","Bathula Pandit","75","8589814739","senior"
"437","Suro Divedi","27","8827087880","normal"
"438","Ranjna Gupta","31","9539837925","normal"
"439","Eswari Divedi","57","7432067758","normal"
"440","Anupa Tiwari","20","7598628335","normal"
"441","Gangappa Pandey","50","9638247848","normal"
"442","Pushpendra Kumar Rai","25","9551398468","normal"
"443","Mehak Sonkar","61","8498388829","normal"
"444","Dwarkanath Yadav","41","9653078244","normal"
"445","Amala Srivastav","91","7799543024","senior"
"446","Mithun Tiwari","52","9292807793","normal"
"447","Sanatombi Thakur","85","7855209524","senior"
"448","Manjappa Yadav","23","8585942142","normal"
"449","Mithilesh Kumar Gupta","17","8551200414","normal"
"450","Rekha Rai","21","9808205464","normal"
"451","Chandu Bhai Maurrya","49","7411686862","normal"
"452","Aashika Devi","30","8970806907","normal"
"453","Sahim Singh","44","7875121359","normal"
"454","Puntu Tiwari","22","8434621710","normal"
"455","Dinesh Singh Divedi","78","9533717597","senior"
"456","Asab Srivastav","47","7576626756","normal"
"457","Gullu Mishra","35","8125546730","normal"
"458","Piryanka Maurrya","29","7024406532","normal"
"459","आरिफ Pandey","54","7970893750","normal"
"460","Hirakjyoti Singh","82","9767470209","senior"
"461","Nikunj Mishra","56","7128934806","normal"
"462","Nazima Rajput","37","8509685245","normal"
"463","Bhartendu Rai","87","8642397024","senior"
"464","Annasaheb Rajput","92","7274208941","senior"
"465","Rintu Tiwari","74","9163790164","senior"
"466","Pranab Jyoti Gupta","18","8603690932","normal"
"467","Bag Vishwakarma","22","9725433433","normal"
"468","Arbind Vishwakarma","34","9924789596","normal"
"469","Santu Tiwari","19","8266452380","normal"
"470","Rituparna Vishwakarma","74","9425082648","senior"
"471","भगवान Sonkar","53","9986675016","normal"
"472","Lokinder Gupta","26","9826225341","normal"
"473","Sabu Pandey","91","8388372456","senior"
"474","Rehan Thakur","60","7657247843","normal"
"475","Antaryami Rajput","13","8359275538","normal"
"476","Bishakha Rao","48","8049787523","normal"
"477","Daaruk Yadav","38","9642655223","normal"
"478","Ram Nath Pratap","77","9876332320","senior"
"479","Jangid Thakur","55","8929224529","normal"
"480","Ravi Verma Sonkar","93","7043300234","senior"
"481","Ezaz Yadav","30","9612872068","normal"
"482","Jita Sonkar","79","9736375363","senior"
"483","अभिषेक Gupta","19","7062484823","normal"
"484","Rishi Raj Thakur","82","8855491122","senior"
"485","Jaskaran Thakur","47","8753859359","normal"
"486","Shoib Sonkar","14","8968931705","normal"
"487","Pradyuman Divedi","92","8153004315","senior"
"488","दिपक Rajput","17","9235536010","normal"
"489","Sangu Gupta","23","9772153916","normal"
"490","Rahul Patel Vishwakarma","24","9919497005","normal"
"491","Uvais Rao","52","7212035168","normal"
"492","Mahas Vishwakarma","22","7148701113","normal"
"493","Sawant Pandit","8","8794161882","child"
"494","Sangeta Vishwakarma","89","9619429278","senior"
"495","Tanwar Rajput","28","7936479093","normal"
"496","Ramadhar Srivastav","85","8108327377","senior"
"497","Bhagaban Maurya","91","7330235168","senior"
"498","Dama Singh","48","8083222140","normal"
"499","Jivika Maurya","7","7619399158","child"
"500","Sampat Vishwakarma","29","8073504772","normal"
"501","Puspha Rajput","4","8289161933","child"
"502","Jayeshkumar Seth","55","7902737396","normal"
"503","Safiul Maurya","90","9968190110","senior"
"504","Piu Singh","34","9639782040","normal"
"505","Kariyappa Kumar","74","8226594499","senior"
"506","Abhivadan Maurrya","20","9659936610","normal"
"507","Utsah Rao","44","7766848874","normal"
"508","Aadii Mishra","86","8875484196","senior"
"509","Motiram Rao","72","7555965542","senior"
"510","Souvick Divedi","11","8408501371","child"
"511","Sanoj Maurya","91","7215575733","senior"
"512","Shahruk Srivastav","73","9879548252","senior"
"513","Eekalabya Thakur","69","8090581482","senior"
"514","Aarjun Pandey","68","8565739902","senior"
"515","Nirdesh Seth","13","7322065425","normal"
"516","Mohan Divedi","57","7610163303","normal"
"517","Bavani Rajput","14","7787343980","normal"
"518","Rajindra Divedi","50","8672738989","normal"
"519","Chena Pandit","94","8593779618","senior"
"520","Jamuna Singh","11","7777846207","child"
"521","Gilli Pandey","55","8271327573","normal"
"522","Ripa Maurya","69","8976399211","senior"
"523","Avtar Divedi","85","7611176620","senior"
"524","Madhav Vishwakarma","81","7355569187","senior"
"525","Madhaba Pratap","46","8886009815","normal"
"526","Mahek Mishra","77","9688691881","senior"
"527","Shivanshu Srivastav","47","9126245620","normal"
"528","Shiwani Pandey","53","9871237573","normal"
"529","Afaz Pratap","36","8714338347","normal"
"530","Nasirul Maurya","50","9312402183","normal"
"531","Pratyush Maurya","78","7011481723","senior"
"532","Seng Vishwakarma","36","9508828526","normal"
"533","Munavar Rai","51","7118277347","normal"
"534","Khesari Singh","10","7083673460","child"
"535","Thilagavathi Thakur","60","9992117872","normal"
"536","Lavesh Pratap","41","9257348428","normal"
"537","Abhinash Srivastav","4","8076051410","child"
"538","Chidaakaash Rao","90","8660604191","senior"
"539","Avinasha Rajput","14","8216057260","normal"
"540","Sonalika Vishwakarma","82","7748202417","senior"
"541","Beigh Rai","51","9126491824","normal"
"542","Raguveer Singh","50","7735259099","normal"
"543","Govardhan Divedi","5","8565643919","child"
"544","Barath Thakur","33","8759762783","normal"
"545","Davraj Sonkar","30","9755431546","normal"
"546","Awesh Tiwari","38","9359686240","normal"
"547","Ramkrushna Maurya","18","9277059644","normal"
"548","Bhagvan Kumari","32","9948250981","normal"
"549","Chandraveer Rai","87","9021150198","senior"
"550","Istekhar Thakur","20","9594512993","normal"
"551","Sudhagar Srivastav","80","8727952370","senior"
"552","Dulari Singh","78","8768453267","senior"
"553","Eshvar Sonkar","33","8446754736","normal"
"554","Sahil Kumar Divedi","75","9864440807","senior"
"555","Rajk Kumari","39","7280774953","normal"
"556","Bapunu Yadav","57","8906049682","normal"
"557","Ubaid Rai","82","9540820059","senior"
"558","Mahim Maurrya","23","8241610926","normal"
"559","Sashikanta Seth","17","8699725587","normal"
"560","Rangeet Tiwari","6","7624952735","child"
"561","Bansidhar Tiwari","85","8503530172","senior"
"562","Sourya Kumar","31","9884846032","normal"
"563","Dasrath Vishwakarma","81","9724308172","senior"
"564","Pradee Srivastav","53","8046577697","normal"
"565","Muddu Pandey","88","7288536196","senior"
"566","Shiraj Tiwari","51","7090325451","normal"
"567","Bangali Pandey","31","8581485291","normal"
"568","Amresh Kumar Singh","19","8863886122","normal"
"569","Lobsang Pratap","27","9289345489","normal"
"570","Bipasha Seth","44","9809621845","normal"
"571","Lavesh Rao","56","8293315363","normal"
"572","Sundari Rai","37","7837491109","normal"
"573","Nv Yadav","53","8371031797","normal"
"574","Yahiya Rajput","18","9750875565","normal"
"575","Chandra Kumar Rai","27","8973233375","normal"
"576","Afroza Rao","26","9546403295","normal"
"577","Chandra Shekhar Yadav","23","9726674110","normal"
"578","Abhirath Kumar","30","8776138062","normal"
"579","Maniram Singh","26","9103050182","normal"
"580","Manshi Thakur","81","7220486703","senior"
"581","Dholu Pandey","93","8597427079","senior"
"582","Pashupati Mishra","36","9244070907","normal"
"583","Agrim Vishwakarma","29","8302914618","normal"
"584","Noor Mohammad Yadav","56","7353255098","normal"
